participant,trial_index,phase,phase_number,is_performance,quiz_name,event_index,melody,target_note,target_note_name,target_finger,target_onset_s,target_offset_s,target_duration_s,target_duration_beats,target_hand,actual_note,actual_finger,actual_onset_time,actual_offset_time,actual_duration_s,due_time,cue_onset_time,key_correct,finger_correct,finger_reviewed,played,signed_onset_error_ms,absolute_onset_error_ms,rt_ms,duration_error_ms,absolute_duration_error_ms,complete_success,recue_count,first_cue_onset_time,validity
P01,19,final,1,True,rhythm-P01-T19,5,melody_seed415411,62,D4,R2,8.0,8.75,0.75,1.0,R,62,R2,1787937336.226988,1787937337.162356,0.9353678226470947,1787937336.979122,,True,True,False,True,-752.133846282959,752.133846282959,,185.36782264709473,185.36782264709473,False,0,1787937336.979122,valid
P01,19,final,1,True,rhythm-P01-T19,6,melody_seed415411,62,D4,R2,9.0,9.75,0.75,1.0,R,62,R2,1787937337.2613492,1787937337.8278458,0.5664966106414795,1787937337.979122,,True,True,False,True,-717.7727222442627,717.7727222442627,,-183.5033893585205,183.5033893585205,False,0,1787937337.979122,valid
P01,19,final,1,True,rhythm-P01-T19,7,melody_seed415411,59,B3,L2,10.0,11.75,1.75,2.0,L,62,R2,1787937337.928542,1787937339.289384,1.360841989517212,1787937338.979122,,False,False,False,True,-1050.5800247192383,1050.5800247192383,,-389.1580104827881,389.1580104827881,False,0,1787937338.979122,valid
P01,19,final,1,True,rhythm-P01-T19,8,melody_seed415411,59,B3,L2,13.0,13.75,0.75,1.0,L,57,L2,1787937339.257731,1787937339.875712,0.61798095703125,1787937341.979122,,False,True,False,True,-2721.390962600708,2721.390962600708,,-132.01904296875,132.01904296875,False,0,1787937341.979122,valid
P01,19,final,1,True,rhythm-P01-T19,9,melody_seed415411,60,C4,L1,14.0,14.75,0.75,1.0,L,55,L3,1787937340.017952,1787937340.496321,0.47836899757385254,1787937342.979122,,False,False,False,True,-2961.169958114624,2961.169958114624,,-271.63100242614746,271.63100242614746,False,0,1787937342.979122,valid
P01,19,final,1,True,rhythm-P01-T19,10,melody_seed415411,59,B3,L2,15.0,15.75,0.75,1.0,L,59,L2,1787937341.944134,1787937343.309649,1.3655149936676025,1787937343.979122,,True,True,False,True,-2034.9879264831543,2034.9879264831543,,615.5149936676025,615.5149936676025,False,0,1787937343.979122,valid
P01,19,final,1,True,rhythm-P01-T19,11,melody_seed415411,55,G3,L4,16.0,17.75,1.75,2.0,L,60,R2,1787937343.3934112,1787937345.90803,2.5146188735961914,1787937344.979122,,False,False,False,True,-1585.7107639312744,1585.7107639312744,,764.6188735961914,764.6188735961914,False,0,1787937344.979122,valid
P01,19,final,1,True,rhythm-P01-T19,12,melody_seed415411,55,G3,L4,19.0,19.75,0.75,1.0,L,,,,,,1787937347.979122,,False,,False,False,,,,,,False,0,1787937347.979122,valid
P01,19,final,1,True,rhythm-P01-T19,13,melody_seed415411,59,B3,L2,20.0,20.75,0.75,1.0,L,,,,,,1787937348.979122,,False,,False,False,,,,,,False,0,1787937348.979122,valid
P01,19,final,1,True,rhythm-P01-T19,14,melody_seed415411,60,C4,L1,21.0,23.75,2.75,3.0,L,,,,,,1787937349.979122,,False,,False,False,,,,,,False,0,1787937349.979122,valid
